# emoji-sequences.txt
# Date: 2019-10-12, 21:18:36 GMT
# © 2019 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use, see http://www.unicode.org/terms_of_use.html
#
# Emoji Sequence Data for UTS #51
# Version: 12.1
#
# For documentation and usage, see http://www.unicode.org/reports/tr51
#
# Format:
#   code_point(s) ; type_field ; description # comments 
# Fields:
#   code_point(s): one or more code points in hex format, separated by spaces
#   type_field, one of the following: 
#       Basic_Emoji
#       Emoji_Keycap_Sequence
#       Emoji_Flag_Sequence
#       Emoji_Tag_Sequence
#       Emoji_Modifier_Sequence
#     The type_field is a convenience for parsing the emoji sequence files, and is not intended to be maintained as a property.
#   short name: CLDR short name of sequence; characters may be escaped with \x{hex}.
#
# Characters and sequences are listed in code point order. Users should be shown a more natural order.
# See the CLDR collation order for Emoji.

# ================================================

# Basic_Emoji

231A..231B    ; Basic_Emoji              ; watch                                                          # E2.0   [2] (⌚..⌛)
1F467 1F3FC   ; Emoji_Modifier_Sequence  ; girl: medium-light skin tone                                   # E2.0   [1] (👧🏼)
1F467 1F3FD   ; Emoji_Modifier_Sequence  ; girl: medium skin tone                                         # E2.0   [1] (👧🏽)
1F467 1F3FE   ; Emoji_Modifier_Sequence  ; girl: medium-dark skin tone                                    # E2.0   [1] (👧🏾)
1F467 1F3FF   ; Emoji_Modifier_Sequence  ; girl: dark skin tone                                           # E2.0   [1] (👧🏿)
1F468 1F3FB   ; Emoji_Modifier_Sequence  ; man: light skin tone                                           # E2.0   [1] (👨🏻)
1F468 1F3FC   ; Emoji_Modifier_Sequence  ; man: medium-light skin tone                                    # E2.0   [1] (👨🏼)
1F468 1F3FD   ; Emoji_Modifier_Sequence  ; man: medium skin tone                                          # E2.0   [1] (👨🏽)
1F468 1F3FE   ; Emoji_Modifier_Sequence  ; man: medium-dark skin tone                                     # E2.0   [1] (👨🏾)
1F468 1F3FF   ; Emoji_Modifier_Sequence  ; man: dark skin tone                                            # E2.0   [1] (👨🏿)
1F469 1F3FB   ; Emoji_Modifier_Sequence  ; woman: light skin tone                                         # E2.0   [1] (👩🏻)
1F469 1F3FC   ; Emoji_Modifier_Sequence  ; woman: medium-light skin tone                                  # E2.0   [1] (👩🏼)
1F469 1F3FD   ; Emoji_Modifier_Sequence  ; woman: medium skin tone                                        # E2.0   [1] (👩🏽)
1F469 1F3FE   ; Emoji_Modifier_Sequence  ; woman: medium-dark skin tone                                   # E2.0   [1] (👩🏾)
1F469 1F3FF   ; Emoji_Modifier_Sequence  ; woman: dark skin tone                                          # E2.0   [1] (👩🏿)
1F46B 1F3FB   ; Emoji_Modifier_Sequence  ; woman and man holding hands: light skin tone                   # E12.1  [1] (👫🏻)
1F46B 1F3FC   ; Emoji_Modifier_Sequence  ; woman and man holding hands: medium-light skin tone            # E12.1  [1] (👫🏼)
1F46B 1F3FD   ; Emoji_Modifier_Sequence  ; woman and man holding hands: medium skin tone                  # E12.1  [1] (👫🏽)
1F46B 1F3FE   ; Emoji_Modifier_Sequence  ; woman and man holding hands: medium-dark skin tone             # E12.1  [1] (👫🏾)
1F46B 1F3FF   ; Emoji_Modifier_Sequence  ; woman and man holding hands: dark skin tone                    # E12.1  [1] (👫🏿)
1F46C 1F3FB   ; Emoji_Modifier_Sequence  ; men holding hands: light skin tone                             # E12.1  [1] (👬🏻)
1F46C 1F3FC   ; Emoji_Modifier_Sequence  ; men holding hands: medium-light skin tone                      # E12.1  [1] (👬🏼)
1F46C 1F3FD   ; Emoji_Modifier_Sequence  ; men holding hands: medium skin tone                            # E12.1  [1] (👬🏽)
1F46C 1F3FE   ; Emoji_Modifier_Sequence  ; men holding hands: medium-dark skin tone                       # E12.1  [1] (👬🏾)
1F46C 1F3FF   ; Emoji_Modifier_Sequence  ; men holding hands: dark skin tone                              # E12.1  [1] (👬🏿)
1F46D 1F3FB   ; Emoji_Modifier_Sequence  ; women holding hands: light skin tone                           # E12.1  [1] (👭🏻)
1F46D 1F3FC   ; Emoji_Modifier_Sequence  ; women holding hands: medium-light skin tone                    # E12.1  [1] (👭🏼)
1F46D 1F3FD   ; Emoji_Modifier_Sequence  ; women holding hands: medium skin tone                          # E12.1  [1] (👭🏽)
1F46D 1F3FE   ; Emoji_Modifier_Sequence  ; women holding hands: medium-dark skin tone                     # E12.1  [1] (👭🏾)
1F46D 1F3FF   ; Emoji_Modifier_Sequence  ; women holding hands: dark skin tone                            # E12.1  [1] (👭🏿)
1F46E 1F3FB   ; Emoji_Modifier_Sequence  ; police officer: light skin tone                                # E2.0   [1] (👮🏻)
1F46E 1F3FC   ; Emoji_Modifier_Sequence  ; police officer: medium-light skin tone                         # E2.0   [1] (👮🏼)
1F46E 1F3FD   ; Emoji_Modifier_Sequence  ; police officer: medium skin tone                               # E2.0   [1] (👮🏽)
1F46E 1F3FE   ; Emoji_Modifier_Sequence  ; police officer: medium-dark skin tone                          # E2.0   [1] (👮🏾)
1F46E 1F3FF   ; Emoji_Modifier_Sequence  ; police officer: dark skin tone                                 # E2.0   [1] (👮🏿)
1F470 1F3FB   ; Emoji_Modifier_Sequence  ; bride with veil: light skin tone                               # E2.0   [1] (👰🏻)
1F470 1F3FC   ; Emoji_Modifier_Sequence  ; bride with veil: medium-light skin tone                        # E2.0   [1] (👰🏼)
1F470 1F3FD   ; Emoji_Modifier_Sequence  ; bride with veil: medium skin tone                              # E2.0   [1] (👰🏽)
1F470 1F3FE   ; Emoji_Modifier_Sequence  ; bride with veil: medium-dark skin tone                         # E2.0   [1] (👰🏾)
1F470 1F3FF   ; Emoji_Modifier_Sequence  ; bride with veil: dark skin tone                                # E2.0   [1] (👰🏿)
1F471 1F3FB   ; Emoji_Modifier_Sequence  ; person: light skin tone, blond hair                            # E2.0   [1] (👱🏻)
1F471 1F3FC   ; Emoji_Modifier_Sequence  ; person: medium-light skin tone, blond hair                     # E2.0   [1] (👱🏼)
1F471 1F3FD   ; Emoji_Modifier_Sequence  ; person: medium skin tone, blond hair                           # E2.0   [1] (👱🏽)
1F471 1F3FE   ; Emoji_Modifier_Sequence  ; person: medium-dark skin tone, blond hair                      # E2.0   [1] (👱🏾)
1F471 1F3FF   ; Emoji_Modifier_Sequence  ; person: dark skin tone, blond hair                             # E2.0   [1] (👱🏿)
1F472 1F3FB   ; Emoji_Modifier_Sequence  ; man with skullcap: light skin tone                             # E2.0   [1] (👲🏻)
1F472 1F3FC   ; Emoji_Modifier_Sequence  ; man with skullcap: medium-light skin tone                      # E2.0   [1] (👲🏼)
1F472 1F3FD   ; Emoji_Modifier_Sequence  ; man with skullcap: medium skin tone                            # E2.0   [1] (👲🏽)
1F472 1F3FE   ; Emoji_Modifier_Sequence  ; man with skullcap: medium-dark skin tone                       # E2.0   [1] (👲🏾)
1F472 1F3FF   ; Emoji_Modifier_Sequence  ; man with skullcap: dark skin tone                              # E2.0   [1] (👲🏿)
1F473 1F3FB   ; Emoji_Modifier_Sequence  ; person wearing turban: light skin tone                         # E2.0   [1] (👳🏻)
1F473 1F3FC   ; Emoji_Modifier_Sequence  ; person wearing turban: medium-light skin tone                  # E2.0   [1] (👳🏼)
1F473 1F3FD   ; Emoji_Modifier_Sequence  ; person wearing turban: medium skin tone                        # E2.0   [1] (👳🏽)
1F473 1F3FE   ; Emoji_Modifier_Sequence  ; person wearing turban: medium-dark skin tone                   # E2.0   [1] (👳🏾)
1F473 1F3FF   ; Emoji_Modifier_Sequence  ; person wearing turban: dark skin tone                          # E2.0   [1] (👳🏿)
1F474 1F3FB   ; Emoji_Modifier_Sequence  ; old man: light skin tone                                       # E2.0   [1] (👴🏻)
1F474 1F3FC   ; Emoji_Modifier_Sequence  ; old man: medium-light skin tone                                # E2.0   [1] (👴🏼)
1F474 1F3FD   ; Emoji_Modifier_Sequence  ; old man: medium skin tone                                      # E2.0   [1] (👴🏽)
1F474 1F3FE   ; Emoji_Modifier_Sequence  ; old man: medium-dark skin tone                                 # E2.0   [1] (👴🏾)
1F474 1F3FF   ; Emoji_Modifier_Sequence  ; old man: dark skin tone                                        # E2.0   [1] (👴🏿)
1F475 1F3FB   ; Emoji_Modifier_Sequence  ; old woman: light skin tone                                     # E2.0   [1] (👵🏻)
1F475 1F3FC   ; Emoji_Modifier_Sequence  ; old woman: medium-light skin tone                              # E2.0   [1] (👵🏼)
1F475 1F3FD   ; Emoji_Modifier_Sequence  ; old woman: medium skin tone                                    # E2.0   [1] (👵🏽)
1F475 1F3FE   ; Emoji_Modifier_Sequence  ; old woman: medium-dark skin tone                               # E2.0   [1] (👵🏾)
1F475 1F3FF   ; Emoji_Modifier_Sequence  ; old woman: dark skin tone                                      # E2.0   [1] (👵🏿)
1F476 1F3FB   ; Emoji_Modifier_Sequence  ; baby: light skin tone                                          # E2.0   [1] (👶🏻)
1F476 1F3FC   ; Emoji_Modifier_Sequence  ; baby: medium-light skin tone                                   # E2.0   [1] (👶🏼)
1F476 1F3FD   ; Emoji_Modifier_Sequence  ; baby: medium skin tone                                         # E2.0   [1] (👶🏽)
1F476 1F3FE   ; Emoji_Modifier_Sequence  ; baby: medium-dark skin tone                                    # E2.0   [1] (👶🏾)
1F476 1F3FF   ; Emoji_Modifier_Sequence  ; baby: dark skin tone                                           # E2.0   [1] (👶🏿)
1F477 1F3FB   ; Emoji_Modifier_Sequence  ; construction worker: light skin tone                           # E2.0   [1] (👷🏻)
1F477 1F3FC   ; Emoji_Modifier_Sequence  ; construction worker: medium-light skin tone                    # E2.0   [1] (👷🏼)
1F477 1F3FD   ; Emoji_Modifier_Sequence  ; construction worker: medium skin tone                          # E2.0   [1] (👷🏽)
1F477 1F3FE   ; Emoji_Modifier_Sequence  ; construction worker: medium-dark skin tone                     # E2.0   [1] (👷🏾)
1F477 1F3FF   ; Emoji_Modifier_Sequence  ; construction worker: dark skin tone                            # E2.0   [1] (👷🏿)
1F478 1F3FB   ; Emoji_Modifier_Sequence  ; princess: light skin tone                                      # E2.0   [1] (👸🏻)
1F478 1F3FC   ; Emoji_Modifier_Sequence  ; princess: medium-light skin tone                               # E2.0   [1] (👸🏼)
1F478 1F3FD   ; Emoji_Modifier_Sequence  ; princess: medium skin tone                                     # E2.0   [1] (👸🏽)
1F478 1F3FE   ; Emoji_Modifier_Sequence  ; princess: medium-dark skin tone                                # E2.0   [1] (👸🏾)
1F478 1F3FF   ; Emoji_Modifier_Sequence  ; princess: dark skin tone                                       # E2.0   [1] (👸🏿)
1F47C 1F3FB   ; Emoji_Modifier_Sequence  ; baby angel: light skin tone                                    # E2.0   [1] (👼🏻)
1F47C 1F3FC   ; Emoji_Modifier_Sequence  ; baby angel: medium-light skin tone                             # E2.0   [1] (👼🏼)
1F47C 1F3FD   ; Emoji_Modifier_Sequence  ; baby angel: medium skin tone                                   # E2.0   [1] (👼🏽)
1F47C 1F3FE   ; Emoji_Modifier_Sequence  ; baby angel: medium-dark skin tone                              # E2.0   [1] (👼🏾)
1F47C 1F3FF   ; Emoji_Modifier_Sequence  ; baby angel: dark skin tone                                     # E2.0   [1] (👼🏿)
1F481 1F3FB   ; Emoji_Modifier_Sequence  ; person tipping hand: light skin tone                           # E2.0   [1] (💁🏻)
1F481 1F3FC   ; Emoji_Modifier_Sequence  ; person tipping hand: medium-light skin tone                    # E2.0   [1] (💁🏼)
1F481 1F3FD   ; Emoji_Modifier_Sequence  ; person tipping hand: medium skin tone                          # E2.0   [1] (💁🏽)
1F481 1F3FE   ; Emoji_Modifier_Sequence  ; person tipping hand: medium-dark skin tone                     # E2.0   [1] (💁🏾)
1F481 1F3FF   ; Emoji_Modifier_Sequence  ; person tipping hand: dark skin tone                            # E2.0   [1] (💁🏿)
1F482 1F3FB   ; Emoji_Modifier_Sequence  ; guard: light skin tone                                         # E2.0   [1] (💂🏻)
1F482 1F3FC   ; Emoji_Modifier_Sequence  ; guard: medium-light skin tone                                  # E2.0   [1] (💂🏼)
1F482 1F3FD   ; Emoji_Modifier_Sequence  ; guard: medium skin tone                                        # E2.0   [1] (💂🏽)
1F482 1F3FE   ; Emoji_Modifier_Sequence  ; guard: medium-dark skin tone                                   # E2.0   [1] (💂🏾)
1F482 1F3FF   ; Emoji_Modifier_Sequence  ; guard: dark skin tone                                          # E2.0   [1] (💂🏿)
1F483 1F3FB   ; Emoji_Modifier_Sequence  ; woman dancing: light skin tone                                 # E2.0   [1] (💃🏻)
1F483 1F3FC   ; Emoji_Modifier_Sequence  ; woman dancing: medium-light skin tone                          # E2.0   [1] (💃🏼)
1F483 1F3FD   ; Emoji_Modifier_Sequence  ; woman dancing: medium skin tone                                # E2.0   [1] (💃🏽)
1F483 1F3FE   ; Emoji_Modifier_Sequence  ; woman dancing: medium-dark skin tone                           # E2.0   [1] (💃🏾)
1F483 1F3FF   ; Emoji_Modifier_Sequence  ; woman dancing: dark skin tone                                  # E2.0   [1] (💃🏿)
1F485 1F3FB   ; Emoji_Modifier_Sequence  ; nail polish: light skin tone                                   # E2.0   [1] (💅🏻)
1F485 1F3FC   ; Emoji_Modifier_Sequence  ; nail polish: medium-light skin tone                            # E2.0   [1] (💅🏼)
1F485 1F3FD   ; Emoji_Modifier_Sequence  ; nail polish: medium skin tone                                  # E2.0   [1] (💅🏽)
1F485 1F3FE   ; Emoji_Modifier_Sequence  ; nail polish: medium-dark skin tone                             # E2.0   [1] (💅🏾)
1F485 1F3FF   ; Emoji_Modifier_Sequence  ; nail polish: dark skin tone                                    # E2.0   [1] (💅🏿)
1F486 1F3FB   ; Emoji_Modifier_Sequence  ; person getting massage: light skin tone                        # E2.0   [1] (💆🏻)
1F486 1F3FC   ; Emoji_Modifier_Sequence  ; person getting massage: medium-light skin tone                 # E2.0   [1] (💆🏼)
1F486 1F3FD   ; Emoji_Modifier_Sequence  ; person getting massage: medium skin tone                       # E2.0   [1] (💆🏽)
1F486 1F3FE   ; Emoji_Modifier_Sequence  ; person getting massage: medium-dark skin tone                  # E2.0   [1] (💆🏾)
1F486 1F3FF   ; Emoji_Modifier_Sequence  ; person getting massage: dark skin tone                         # E2.0   [1] (💆🏿)
1F487 1F3FB   ; Emoji_Modifier_Sequence  ; person getting haircut: light skin tone                        # E2.0   [1] (💇🏻)
1F487 1F3FC   ; Emoji_Modifier_Sequence  ; person getting haircut: medium-light skin tone                 # E2.0   [1] (💇🏼)
1F487 1F3FD   ; Emoji_Modifier_Sequence  ; person getting haircut: medium skin tone                       # E2.0   [1] (💇🏽)
1F487 1F3FE   ; Emoji_Modifier_Sequence  ; person getting haircut: medium-dark skin tone                  # E2.0   [1] (💇🏾)
1F487 1F3FF   ; Emoji_Modifier_Sequence  ; person getting haircut: dark skin tone                         # E2.0   [1] (💇🏿)
1F4AA 1F3FB   ; Emoji_Modifier_Sequence  ; flexed biceps: light skin tone                                 # E2.0   [1] (💪🏻)
1F4AA 1F3FC   ; Emoji_Modifier_Sequence  ; flexed biceps: medium-light skin tone                          # E2.0   [1] (💪🏼)
1F4AA 1F3FD   ; Emoji_Modifier_Sequence  ; flexed biceps: medium skin tone                                # E2.0   [1] (💪🏽)
1F4AA 1F3FE   ; Emoji_Modifier_Sequence  ; flexed biceps: medium-dark skin tone                           # E2.0   [1] (💪🏾)
1F4AA 1F3FF   ; Emoji_Modifier_Sequence  ; flexed biceps: dark skin tone                                  # E2.0   [1] (💪🏿)
1F574 1F3FB   ; Emoji_Modifier_Sequence  ; man in suit levitating: light skin tone                        # E4.0   [1] (🕴🏻)
1F574 1F3FC   ; Emoji_Modifier_Sequence  ; man in suit levitating: medium-light skin tone                 # E4.0   [1] (🕴🏼)
1F574 1F3FD   ; Emoji_Modifier_Sequence  ; man in suit levitating: medium skin tone                       # E4.0   [1] (🕴🏽)
1F574 1F3FE   ; Emoji_Modifier_Sequence  ; man in suit levitating: medium-dark skin tone                  # E4.0   [1] (🕴🏾)
1F574 1F3FF   ; Emoji_Modifier_Sequence  ; man in suit levitating: dark skin tone                         # E4.0   [1] (🕴🏿)
1F575 1F3FB   ; Emoji_Modifier_Sequence  ; detective: light skin tone                                     # E2.0   [1] (🕵🏻)
1F575 1F3FC   ; Emoji_Modifier_Sequence  ; detective: medium-light skin tone                              # E2.0   [1] (🕵🏼)
1F575 1F3FD   ; Emoji_Modifier_Sequence  ; detective: medium skin tone                                    # E2.0   [1] (🕵🏽)
1F575 1F3FE   ; Emoji_Modifier_Sequence  ; detective: medium-dark skin tone                               # E2.0   [1] (🕵🏾)
1F575 1F3FF   ; Emoji_Modifier_Sequence  ; detective: dark skin tone                                      # E2.0   [1] (🕵🏿)
1F57A 1F3FB   ; Emoji_Modifier_Sequence  ; man dancing: light skin tone                                   # E4.0   [1] (🕺🏻)
1F57A 1F3FC   ; Emoji_Modifier_Sequence  ; man dancing: medium-light skin tone                            # E4.0   [1] (🕺🏼)
1F57A 1F3FD   ; Emoji_Modifier_Sequence  ; man dancing: medium skin tone                                  # E4.0   [1] (🕺🏽)
1F57A 1F3FE   ; Emoji_Modifier_Sequence  ; man dancing: medium-dark skin tone                             # E4.0   [1] (🕺🏾)
1F57A 1F3FF   ; Emoji_Modifier_Sequence  ; man dancing: dark skin tone                                    # E4.0   [1] (🕺🏿)
1F590 1F3FB   ; Emoji_Modifier_Sequence  ; hand with fingers splayed: light skin tone                     # E2.0   [1] (🖐🏻)
1F590 1F3FC   ; Emoji_Modifier_Sequence  ; hand with fingers splayed: medium-light skin tone              # E2.0   [1] (🖐🏼)
1F590 1F3FD   ; Emoji_Modifier_Sequence  ; hand with fingers splayed: medium skin tone                    # E2.0   [1] (🖐🏽)
1F590 1F3FE   ; Emoji_Modifier_Sequence  ; hand with fingers splayed: medium-dark skin tone               # E2.0   [1] (🖐🏾)
1F590 1F3FF   ; Emoji_Modifier_Sequence  ; hand with fingers splayed: dark skin tone                      # E2.0   [1] (🖐🏿)
1F595 1F3FB   ; Emoji_Modifier_Sequence  ; middle finger: light skin tone                                 # E2.0   [1] (🖕🏻)
1F595 1F3FC   ; Emoji_Modifier_Sequence  ; middle finger: medium-light skin tone                          # E2.0   [1] (🖕🏼)
1F595 1F3FD   ; Emoji_Modifier_Sequence  ; middle finger: medium skin tone                                # E2.0   [1] (🖕🏽)
1F595 1F3FE   ; Emoji_Modifier_Sequence  ; middle finger: medium-dark skin tone                           # E2.0   [1] (🖕🏾)
1F595 1F3FF   ; Emoji_Modifier_Sequence  ; middle finger: dark skin tone                                  # E2.0   [1] (🖕🏿)
1F596 1F3FB   ; Emoji_Modifier_Sequence  ; vulcan salute: light skin tone                                 # E2.0   [1] (🖖🏻)
1F596 1F3FC   ; Emoji_Modifier_Sequence  ; vulcan salute: medium-light skin tone                          # E2.0   [1] (🖖🏼)
1F596 1F3FD   ; Emoji_Modifier_Sequence  ; vulcan salute: medium skin tone                                # E2.0   [1] (🖖🏽)
1F596 1F3FE   ; Emoji_Modifier_Sequence  ; vulcan salute: medium-dark skin tone                           # E2.0   [1] (🖖🏾)
1F596 1F3FF   ; Emoji_Modifier_Sequence  ; vulcan salute: dark skin tone                                  # E2.0   [1] (🖖🏿)
1F645 1F3FB   ; Emoji_Modifier_Sequence  ; person gesturing NO: light skin tone                           # E2.0   [1] (🙅🏻)
1F645 1F3FC   ; Emoji_Modifier_Sequence  ; person gesturing NO: medium-light skin tone                    # E2.0   [1] (🙅🏼)
1F645 1F3FD   ; Emoji_Modifier_Sequence  ; person gesturing NO: medium skin tone                          # E2.0   [1] (🙅🏽)
1F645 1F3FE   ; Emoji_Modifier_Sequence  ; person gesturing NO: medium-dark skin tone                     # E2.0   [1] (🙅🏾)
1F645 1F3FF   ; Emoji_Modifier_Sequence  ; person gesturing NO: dark skin tone                            # E2.0   [1] (🙅🏿)
1F646 1F3FB   ; Emoji_Modifier_Sequence  ; person gesturing OK: light skin tone                           # E2.0   [1] (🙆🏻)
1F646 1F3FC   ; Emoji_Modifier_Sequence  ; person gesturing OK: medium-light skin tone                    # E2.0   [1] (🙆🏼)
1F646 1F3FD   ; Emoji_Modifier_Sequence  ; person gesturing OK: medium skin tone                          # E2.0   [1] (🙆🏽)
1F646 1F3FE   ; Emoji_Modifier_Sequence  ; person gesturing OK: medium-dark skin tone                     # E2.0   [1] (🙆🏾)
1F646 1F3FF   ; Emoji_Modifier_Sequence  ; person gesturing OK: dark skin tone                            # E2.0   [1] (🙆🏿)
1F647 1F3FB   ; Emoji_Modifier_Sequence  ; person bowing: light skin tone                                 # E2.0   [1] (🙇🏻)
1F647 1F3FC   ; Emoji_Modifier_Sequence  ; person bowing: medium-light skin tone                          # E2.0   [1] (🙇🏼)
1F647 1F3FD   ; Emoji_Modifier_Sequence  ; person bowing: medium skin tone                                # E2.0   [1] (🙇🏽)
1F647 1F3FE   ; Emoji_Modifier_Sequence  ; person bowing: medium-dark skin tone                           # E2.0   [1] (🙇🏾)
1F647 1F3FF   ; Emoji_Modifier_Sequence  ; person bowing: dark skin tone                                  # E2.0   [1] (🙇🏿)
1F64B 1F3FB   ; Emoji_Modifier_Sequence  ; person raising hand: light skin tone                           # E2.0   [1] (🙋🏻)
1F64B 1F3FC   ; Emoji_Modifier_Sequence  ; person raising hand: medium-light skin tone                    # E2.0   [1] (🙋🏼)
1F64B 1F3FD   ; Emoji_Modifier_Sequence  ; person raising hand: medium skin tone                          # E2.0   [1] (🙋🏽)
1F64B 1F3FE   ; Emoji_Modifier_Sequence  ; person raising hand: medium-dark skin tone                     # E2.0   [1] (🙋🏾)
1F64B 1F3FF   ; Emoji_Modifier_Sequence  ; person raising hand: dark skin tone                            # E2.0   [1] (🙋🏿)
1F64C 1F3FB   ; Emoji_Modifier_Sequence  ; raising hands: light skin tone                                 # E2.0   [1] (🙌🏻)
1F64C 1F3FC   ; Emoji_Modifier_Sequence  ; raising hands: medium-light skin tone                          # E2.0   [1] (🙌🏼)
1F64C 1F3FD   ; Emoji_Modifier_Sequence  ; raising hands: medium skin tone                                # E2.0   [1] (🙌🏽)
1F64C 1F3FE   ; Emoji_Modifier_Sequence  ; raising hands: medium-dark skin tone                           # E2.0   [1] (🙌🏾)
1F64C 1F3FF   ; Emoji_Modifier_Sequence  ; raising hands: dark skin tone                                  # E2.0   [1] (🙌🏿)
1F64D 1F3FB   ; Emoji_Modifier_Sequence  ; person frowning: light skin tone                               # E2.0   [1] (🙍🏻)
1F64D 1F3FC   ; Emoji_Modifier_Sequence  ; person frowning: medium-light skin tone                        # E2.0   [1] (🙍🏼)
1F64D 1F3FD   ; Emoji_Modifier_Sequence  ; person frowning: medium skin tone                              # E2.0   [1] (🙍🏽)
1F64D 1F3FE   ; Emoji_Modifier_Sequence  ; person frowning: medium-dark skin tone                         # E2.0   [1] (🙍🏾)
1F64D 1F3FF   ; Emoji_Modifier_Sequence  ; person frowning: dark skin tone                                # E2.0   [1] (🙍🏿)
1F64E 1F3FB   ; Emoji_Modifier_Sequence  ; person pouting: light skin tone                                # E2.0   [1] (🙎🏻)
1F64E 1F3FC   ; Emoji_Modifier_Sequence  ; person pouting: medium-light skin tone                         # E2.0   [1] (🙎🏼)
1F64E 1F3FD   ; Emoji_Modifier_Sequence  ; person pouting: medium skin tone                               # E2.0   [1] (🙎🏽)
1F64E 1F3FE   ; Emoji_Modifier_Sequence  ; person pouting: medium-dark skin tone                          # E2.0   [1] (🙎🏾)
1F64E 1F3FF   ; Emoji_Modifier_Sequence  ; person pouting: dark skin tone                                 # E2.0   [1] (🙎🏿)
1F64F 1F3FB   ; Emoji_Modifier_Sequence  ; folded hands: light skin tone                                  # E2.0   [1] (🙏🏻)
1F64F 1F3FC   ; Emoji_Modifier_Sequence  ; folded hands: medium-light skin tone                           # E2.0   [1] (🙏🏼)
1F64F 1F3FD   ; Emoji_Modifier_Sequence  ; folded hands: medium skin tone                                 # E2.0   [1] (🙏🏽)
1F64F 1F3FE   ; Emoji_Modifier_Sequence  ; folded hands: medium-dark skin tone                            # E2.0   [1] (🙏🏾)
1F64F 1F3FF   ; Emoji_Modifier_Sequence  ; folded hands: dark skin tone                                   # E2.0   [1] (🙏🏿)
1F6A3 1F3FB   ; Emoji_Modifier_Sequence  ; person rowing boat: light skin tone                            # E2.0   [1] (🚣🏻)
1F6A3 1F3FC   ; Emoji_Modifier_Sequence  ; person rowing boat: medium-light skin tone                     # E2.0   [1] (🚣🏼)
1F6A3 1F3FD   ; Emoji_Modifier_Sequence  ; person rowing boat: medium skin tone                           # E2.0   [1] (🚣🏽)
1F6A3 1F3FE   ; Emoji_Modifier_Sequence  ; person rowing boat: medium-dark skin tone                      # E2.0   [1] (🚣🏾)
1F6A3 1F3FF   ; Emoji_Modifier_Sequence  ; person rowing boat: dark skin tone                             # E2.0   [1] (🚣🏿)
1F6B4 1F3FB   ; Emoji_Modifier_Sequence  ; person biking: light skin tone                                 # E2.0   [1] (🚴🏻)
1F6B4 1F3FC   ; Emoji_Modifier_Sequence  ; person biking: medium-light skin tone                          # E2.0   [1] (🚴🏼)
1F6B4 1F3FD   ; Emoji_Modifier_Sequence  ; person biking: medium skin tone                                # E2.0   [1] (🚴🏽)
1F6B4 1F3FE   ; Emoji_Modifier_Sequence  ; person biking: medium-dark skin tone                           # E2.0   [1] (🚴🏾)
1F6B4 1F3FF   ; Emoji_Modifier_Sequence  ; person biking: dark skin tone                                  # E2.0   [1] (🚴🏿)
1F6B5 1F3FB   ; Emoji_Modifier_Sequence  ; person mountain biking: light skin tone                        # E2.0   [1] (🚵🏻)
1F6B5 1F3FC   ; Emoji_Modifier_Sequence  ; person mountain biking: medium-light skin tone                 # E2.0   [1] (🚵🏼)
1F6B5 1F3FD   ; Emoji_Modifier_Sequence  ; person mountain biking: medium skin tone                       # E2.0   [1] (🚵🏽)
1F6B5 1F3FE   ; Emoji_Modifier_Sequence  ; person mountain biking: medium-dark skin tone                  # E2.0   [1] (🚵🏾)
1F6B5 1F3FF   ; Emoji_Modifier_Sequence  ; person mountain biking: dark skin tone                         # E2.0   [1] (🚵🏿)
1F6B6 1F3FB   ; Emoji_Modifier_Sequence  ; person walking: light skin tone                                # E2.0   [1] (🚶🏻)
1F6B6 1F3FC   ; Emoji_Modifier_Sequence  ; person walking: medium-light skin tone                         # E2.0   [1] (🚶🏼)
1F6B6 1F3FD   ; Emoji_Modifier_Sequence  ; person walking: medium skin tone                               # E2.0   [1] (🚶🏽)
1F6B6 1F3FE   ; Emoji_Modifier_Sequence  ; person walking: medium-dark skin tone                          # E2.0   [1] (🚶🏾)
1F6B6 1F3FF   ; Emoji_Modifier_Sequence  ; person walking: dark skin tone                                 # E2.0   [1] (🚶🏿)
1F6C0 1F3FB   ; Emoji_Modifier_Sequence  ; person taking bath: light skin tone                            # E2.0   [1] (🛀🏻)
1F6C0 1F3FC   ; Emoji_Modifier_Sequence  ; person taking bath: medium-light skin tone                     # E2.0   [1] (🛀🏼)
1F6C0 1F3FD   ; Emoji_Modifier_Sequence  ; person taking bath: medium skin tone                           # E2.0   [1] (🛀🏽)
1F6C0 1F3FE   ; Emoji_Modifier_Sequence  ; person taking bath: medium-dark skin tone                      # E2.0   [1] (🛀🏾)
1F6C0 1F3FF   ; Emoji_Modifier_Sequence  ; person taking bath: dark skin tone                             # E2.0   [1] (🛀🏿)
1F6CC 1F3FB   ; Emoji_Modifier_Sequence  ; person in bed: light skin tone                                 # E4.0   [1] (🛌🏻)
1F6CC 1F3FC   ; Emoji_Modifier_Sequence  ; person in bed: medium-light skin tone                          # E4.0   [1] (🛌🏼)
1F6CC 1F3FD   ; Emoji_Modifier_Sequence  ; person in bed: medium skin tone                                # E4.0   [1] (🛌🏽)
1F6CC 1F3FE   ; Emoji_Modifier_Sequence  ; person in bed: medium-dark skin tone                           # E4.0   [1] (🛌🏾)
